problem_name,method,seed,iteration,acq_type,acq_value,acq_label,candidate_x,new_y_model_space,new_y_minimization,posterior_mean,posterior_std,train_size,parego_weights,parego_probe_max,evaluations,hypervolume,ideal_hypervolume,normalized_hypervolume,gd,igd,spacing,coverage,pareto_size,best_f1,best_f2,elapsed_sec,device,difficulty,family,description,n_var,n_obj
zdt6,ParEGO,2,40,ParEGO,-37.142472825209,qLogNEI,"[0.08194948136066356, 0.0, 0.28978808810412554, 0.20988580335904578, 0.23814301133740093, 0.0]","[-0.28096082538929656, -6.56611082983403]","[0.28096082538929656, 6.56611082983403]","[-0.2834735162179175, -7.09044092099224]","[0.01270696017243643, 1.6588038733623833]",60,"[[0.8496929133858268, 0.15030708661417325]]",[-40.74308110409278],60,0.30701422618643043,0.4025671941402063,0.7626409470402682,0.4187775176926491,0.06757960242334456,0.8497879601011256,0.9999996989349798,19,0.2807757521667862,0.0,462.11579300000085,cpu,medium,ZDT,"Фронт с неравномерной плотностью решений, полезен для оценки равномерности распределения точек.",6,2
zdt6,ParEGO,3,40,ParEGO,-8.76772080456142,qLogNEI,"[0.08169442300690218, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.2808182921622081, -0.9211410867871007]","[0.2808182921622081, 0.9211410867871007]","[-0.2808447695250358, -1.205920571451668]","[0.0022363002720025417, 0.23440171505012974]",60,"[[0.8496929133858268, 0.15030708661417325]]",[-41.16168209250678],60,0.2857036560207881,0.4025671941402063,0.709704268453835,0.0009409895028231042,0.06601796384309944,0.04993620248092639,0.9999570260399981,17,0.2808182921622081,0.0,447.0662839000033,cpu,medium,ZDT,"Фронт с неравномерной плотностью решений, полезен для оценки равномерности распределения точек.",6,2
zdt6,ParEGO,4,40,ParEGO,-13.397797385625339,qLogNEI,"[0.08197573603687212, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.2809811604720761, -0.9210495874597654]","[0.2809811604720761, 0.9210495874597654]","[-0.28145072514936226, -1.3987862251558414]","[0.001235153914270322, 0.20637915836942045]",60,"[[0.8496929133858268, 0.15030708661417325]]",[-39.12159085131344],60,0.30038371345579873,0.4025671941402063,0.7461703731158504,0.0010722692760405334,0.044933311679207034,0.05322002019770094,0.9999990017930318,16,0.2807763173088563,0.0,578.2619960999982,cpu,medium,ZDT,"Фронт с неравномерной плотностью решений, полезен для оценки равномерности распределения точек.",6,2
zdt6,qEHVI,0,40,qEHVI,0.08438223981130562,qEHVI,"[0.07083295664634305, 0.0, 0.37432507876026827, 1.0, 0.42398558180395696, 0.0]","[-0.3632994810783675, -7.953172782387148]","[0.3632994810783675, 7.953172782387148]","[-0.5192147227677695, -7.704697595507327]","[0.10337227436012243, 0.9552117127043469]",60,,,60,0.07287772398052032,0.4025671941402063,0.18103244636257776,3.9090637327394506,0.362538818668499,0.12192647395030402,0.9999968704972458,7,0.2807798207312394,0.0,265.8423937000007,cpu,medium,ZDT,"Фронт с неравномерной плотностью решений, полезен для оценки равномерности распределения точек.",6,2
zdt6,qEHVI,1,40,qEHVI,0.19485590057104024,qEHVI,"[0.09077747040448138, 0.0, 0.0, 0.01282732333045892, 0.037891413546718336, 0.0]","[-0.3445103297927212, -3.825444884984287]","[0.3445103297927212, 3.825444884984287]","[-0.25383594012722827, -2.8919263290851185]","[0.015540277468023478, 0.39556116372818345]",60,,,60,0.22177332271132014,0.4025671941402063,0.5508976537071741,0.7084472062203303,0.12808963193885023,0.2769617932874744,0.9999999931246188,9,0.28077532898988755,0.0,511.76910009999847,cpu,medium,ZDT,"Фронт с неравномерной плотностью решений, полезен для оценки равномерности распределения точек.",6,2
zdt6,qEHVI,2,40,qEHVI,0.06260690437013142,qEHVI,"[0.08123252173786809, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.2808142762693755, -0.9211433422433069]","[0.2808142762693755, 0.9211433422433069]","[-0.2810771220508224, -0.8181360184045303]","[0.0014148202789641595, 0.09630187736875206]",60,,,60,0.1777861303025274,0.4025671941402063,0.44163094482211573,0.4383944743445046,0.1624940792885578,1.57210049014909,0.999999997235019,14,0.28077532307728514,0.0,296.7909111000008,cpu,medium,ZDT,"Фронт с неравномерной плотностью решений, полезен для оценки равномерности распределения точек.",6,2
zdt6,qEHVI,3,40,qEHVI,0.0032213329033681628,qEHVI,"[0.24837507493205832, 0.0772230623574371, 0.052859701047846916, 0.07065403162088968, 0.02479032284165194, 0.29340435330977077]","[-0.6307624843355542, -6.043178729299776]","[0.6307624843355542, 6.043178729299776]","[-0.630351490706792, -6.2407950046761655]","[0.001580299642275722, 1.0830204292667485]",60,,,60,0.22549688581164534,0.4025671941402063,0.5601471980181008,1.19056329679935,0.1901281868816797,1.5106418476771144,0.7567085593810335,8,0.6307377365897548,0.0,414.76869899999656,cpu,medium,ZDT,"Фронт с неравномерной плотностью решений, полезен для оценки равномерности распределения точек.",6,2
zdt6,qEHVI,4,40,qEHVI,0.19178993423932703,qEHVI,"[0.42219734009818866, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.8211938892532059, -0.3256405962531934]","[0.8211938892532059, 0.3256405962531934]","[-0.8897569931252156, 0.679071584095083]","[0.11438076209574066, 0.3788340413698232]",60,,,60,0.2660660242492328,0.4025671941402063,0.6609232647918329,0.0008206518688036947,0.09502631029834246,0.0659215058471622,0.9999991101588875,17,0.28077620894284805,0.0,431.74605560000055,cpu,medium,ZDT,"Фронт с неравномерной плотностью решений, полезен для оценки равномерности распределения точек.",6,2
dtlz1,ParEGO,0,40,ParEGO,-6.855322470144264,qLogNEI,"[1.0, 0.0, 0.17337436435638945, 0.0, 0.0, 0.0]","[-0.0, -98.43242461221885, -0.0]","[0.0, 98.43242461221885, 0.0]","[-1.9034602827230813, -52.27057686179409, -14.983152205129187]","[14.757102962819948, 4.814070843567418, 31.162892058509264]",60,"[[0.3631704607978463, 0.0217268243432045, 0.6151027148589492]]",[-8.272705855164485],60,0.0,0.13798611111111111,0.0,123.52800353899693,45.92292855120883,51.7732349167735,1.0,5,0.0,0.0,552.3256265999989,cpu,medium,DTLZ,Линейный фронт Парето с мультимодальной функцией расстояния g(x).,6,3
dtlz1,ParEGO,1,40,ParEGO,-6.200583465310837,qLogNEI,"[0.9871510832255651, 0.24296131269825091, 0.6187374788427982, 0.05761131086204321, 0.786797951693049, 0.6999035104145629]","[-38.02896395329519, -118.4937496053271, -2.0373247357961928]","[38.02896395329519, 118.4937496053271, 2.0373247357961928]","[6.193591860058294, -127.00567243826644, -21.256674885220704]","[8.879484622865181, 20.64337761126018, 38.03164977132922]",60,"[[0.3631704607978463, 0.0217268243432045, 0.6151027148589492]]",[-7.234971935734709],60,0.0,0.13798611111111111,0.0,90.2338936731862,39.50362440145162,103.87554120426518,1.0,5,0.0,0.0,537.6878877000017,cpu,medium,DTLZ,Линейный фронт Парето с мультимодальной функцией расстояния g(x).,6,3
dtlz1,ParEGO,2,40,ParEGO,-7.071421027834794,qLogNEI,"[0.15237031209354804, 0.016643625668769195, 0.035083270263113434, 0.2761629468499714, 0.739688965961427, 0.548819609465477]","[-0.8431822444281976, -49.81778918143008, -281.8248700073133]","[0.8431822444281976, 49.81778918143008, 281.8248700073133]","[-0.0902032073158523, -25.796996064641682, -51.49217725727651]","[18.37491277875681, 27.50692199862631, 56.242159131286215]",60,"[[0.3631704607978463, 0.0217268243432045, 0.6151027148589492]]",[-9.05208308438749],60,0.0,0.13798611111111111,0.0,49.93761461186267,40.22512907672687,25.510143341716695,1.0,8,0.0,0.0,503.5112928999988,cpu,medium,DTLZ,Линейный фронт Парето с мультимодальной функцией расстояния g(x).,6,3
dtlz1,ParEGO,3,40,ParEGO,-6.68863240782019,qLogNEI,"[0.9618352707581996, 0.11948790058648902, 0.3145496842869612, 0.12417508626012257, 0.4808892467531889, 0.0013167608426022971]","[-13.873013807731773, -102.23090750679545, -4.606895645849293]","[13.873013807731773, 102.23090750679545, 4.606895645849293]","[-5.439881842503047, -126.66013672034933, -23.083397724556107]","[16.78898427307611, 41.24345754599342, 31.175545615968133]",60,"[[0.3631704607978463, 0.0217268243432045, 0.6151027148589492]]",[-7.504582285688423],60,0.0,0.13798611111111111,0.0,45.12230137063978,39.507704148979236,2.138350331276097,1.0,6,0.0,0.0,486.44636470000114,cpu,medium,DTLZ,Линейный фронт Парето с мультимодальной функцией расстояния g(x).,6,3
dtlz1,ParEGO,4,40,ParEGO,-6.503153468090959,qLogNEI,"[0.8038910969307653, 0.0, 0.0, 0.14342681996203052, 5.734860359716593e-05, 0.0]","[-0.0, -112.66583601222017, -27.484784441688717]","[0.0, 112.66583601222017, 27.484784441688717]","[-1.4224964037019454, -88.29293051704286, -21.078789746448848]","[18.477492939012095, 23.017491780612996, 33.77650528139812]",60,"[[0.3631704607978463, 0.0217268243432045, 0.6151027148589492]]",[-7.55870209198179],60,0.0,0.13798611111111111,0.0,65.3996624894666,42.60425902199342,17.50714366115478,1.0,5,0.0,0.0,462.66008990000046,cpu,medium,DTLZ,Линейный фронт Парето с мультимодальной функцией расстояния g(x).,6,3
dtlz1,qEHVI,0,40,qEHVI,448178.0494991753,qEHVI,"[0.9573352480300381, 0.0, 0.0, 0.014759548463469493, 0.3585381650275456, 0.0]","[-0.0, -144.79926730906487, -6.453146729827317]","[0.0, 144.79926730906487, 6.453146729827317]","[0.8465870240803781, -26.980129306076087, -41.92660385193658]","[7.512931187061089, 17.3371914764921, 54.52014376933722]",60,,,60,0.0,0.13798611111111111,0.0,75.50752202479424,38.10309177820508,63.29105813463247,1.0,4,0.0,0.0,297.9699518999987,cpu,medium,DTLZ,Линейный фронт Парето с мультимодальной функцией расстояния g(x).,6,3
dtlz1,qEHVI,1,40,qEHVI,1060629.0525499443,qEHVI,"[1.0, 0.0, 0.3682680138993171, 0.09569654194754358, 0.0, 0.594802209760413]","[-0.0, -97.47380334302483, -0.0]","[0.0, 97.47380334302483, 0.0]","[8.535316449005249, -123.06728335970942, -18.54143226518333]","[9.998460824659647, 24.96428321334004, 45.72075909196649]",60,,,60,0.0,0.13798611111111111,0.0,44.22862579048926,38.79172840130345,0.0,0.6666666666666666,2,0.0,0.0,257.2609648999969,cpu,medium,DTLZ,Линейный фронт Парето с мультимодальной функцией расстояния g(x).,6,3
dtlz1,qEHVI,2,40,qEHVI,789817.1388525245,qEHVI,"[0.2507834518498312, 0.0, 0.0, 1.0, 0.0, 0.0]","[-0.0, -12.664564318416476, -37.835435681583526]","[0.0, 12.664564318416476, 37.835435681583526]","[4.46339138740349, -18.269172395984572, -35.23612581631067]","[18.158544454410798, 25.166243715998824, 24.32573029926934]",60,,,60,0.0,0.13798611111111111,0.0,74.12815083826978,35.66167558128407,86.1646708675655,1.0,6,0.0,0.0,257.9928851000004,cpu,medium,DTLZ,Линейный фронт Парето с мультимодальной функцией расстояния g(x).,6,3
dtlz1,qEHVI,3,40,qEHVI,240980.45088669937,qEHVI,"[0.0, 0.5253252976920691, 0.0, 0.0, 0.0, 1.0]","[-0.0, -0.0, -50.5]","[0.0, 0.0, 50.5]","[0.2234470165440623, -1.6067845897733584, -62.61586884085621]","[3.670760105412635, 15.042334077882714, 39.56310829990187]",60,,,60,0.0,0.13798611111111111,0.0,49.257298100474095,46.065309399917346,1.693871446824072,1.0,3,0.0,0.0,242.63081989999773,cpu,medium,DTLZ,Линейный фронт Парето с мультимодальной функцией расстояния g(x).,6,3
dtlz1,qEHVI,4,40,qEHVI,415130.57262165606,qEHVI,"[0.0, 0.9644819549486869, 0.05073476315333483, 0.1358486138829936, 0.9816743445663901, 0.016208695556134224]","[-0.0, -0.0, -275.3811766995105]","[0.0, 0.0, 275.3811766995105]","[-8.950149814104835, -7.179216961386283, -95.68009239140001]","[11.84320993365576, 29.761450570027378, 61.453565329161584]",60,,,60,0.0,0.13798611111111111,0.0,50.53282858647848,35.698680640792645,28.48040090932811,1.0,6,0.0,0.0,325.1718209999999,cpu,medium,DTLZ,Линейный фронт Парето с мультимодальной функцией расстояния g(x).,6,3
dtlz2,ParEGO,0,40,ParEGO,-8.409304786800748,qLogNEI,"[0.0, 1.0, 0.45831948517956017, 0.5370440421700198, 0.4898233253001931, 0.625297893164832]","[-6.239040596243064e-17, -1.0189126531154824, -0.0]","[6.239040596243064e-17, 1.0189126531154824, 0.0]","[-0.010264905361960341, -1.0249763334347608, -0.009524597121877476]","[0.041229619248568924, 0.030610120465503, 0.03121388693866562]",60,"[[0.3631704607978463, 0.0217268243432045, 0.6151027148589492]]",[-14.21530787192398],60,0.22360632840442204,0.7317482878033809,0.3055782051443687,0.07966533448066106,0.25960125140119267,0.15285655030106068,1.0,14,2.2962411731737555e-18,0.0,463.9063550999999,cpu,easy,DTLZ,Сферический фронт Парето. Хорошая базовая задача для гладких многокритериальных фронтов.,6,3
dtlz2,ParEGO,1,40,ParEGO,-8.089241046366364,qLogNEI,"[0.0, 1.0, 0.612610717825252, 0.4661502028770413, 0.710510605581178, 0.39078606363052887]","[-6.552285214560176e-17, -1.0700693814938531, -0.0]","[6.552285214560176e-17, 1.0700693814938531, 0.0]","[0.016876823230494997, -1.0554895238058577, -0.0004083760240314316]","[0.046807181495078114, 0.04613193138890462, 0.045666295109345605]",60,"[[0.3631704607978463, 0.0217268243432045, 0.6151027148589492]]",[-11.229317755949532],60,0.18232261869073343,0.7317482878033809,0.249160294229104,0.21717156896386913,0.3054584569308318,0.19105258435503722,1.0,21,2.2885506597372825e-17,0.0,532.765011800002,cpu,easy,DTLZ,Сферический фронт Парето. Хорошая базовая задача для гладких многокритериальных фронтов.,6,3
dtlz2,ParEGO,2,40,ParEGO,-7.642434145877607,qLogNEI,"[0.0, 1.0, 0.40793227295816625, 0.48521567920108083, 0.4128910831694679, 0.4992566148382377]","[-6.222942034819765e-17, -1.0162835585170222, -0.0]","[6.222942034819765e-17, 1.0162835585170222, 0.0]","[0.00842445047921403, -1.2139381091993617, -0.043466942847835366]","[0.11000124537679906, 0.08560306404291472, 0.07844334391694081]",60,"[[0.3631704607978463, 0.0217268243432045, 0.6151027148589492]]",[-10.752795081618716],60,0.29063567179841837,0.7317482878033809,0.3971798453685095,0.17973921589312114,0.2145267368944327,0.16352526840593565,1.0,25,4.0990895202858766e-33,0.0,470.1252367999987,cpu,easy,DTLZ,Сферический фронт Парето. Хорошая базовая задача для гладких многокритериальных фронтов.,6,3
dtlz2,ParEGO,3,40,ParEGO,-7.552968196349916,qLogNEI,"[0.0, 1.0, 0.5974744078168643, 0.5674508431500437, 0.43349072023144225, 0.44294472004888313]","[-6.256289823384537e-17, -1.0217296656865327, -0.0]","[6.256289823384537e-17, 1.0217296656865327, 0.0]","[-0.005526732563933434, -1.0032616582388747, 0.0051207907788441975]","[0.04331860473047756, 0.03141033127019787, 0.02596783814469112]",60,"[[0.3631704607978463, 0.0217268243432045, 0.6151027148589492]]",[-12.158092767757465],60,0.3320275065112428,0.7317482878033809,0.45374551884220854,0.07943117716601103,0.18382370670952397,0.13296827605471828,1.0,22,2.977455123515931e-17,0.0,430.49636140000075,cpu,easy,DTLZ,Сферический фронт Парето. Хорошая базовая задача для гладких многокритериальных фронтов.,6,3
dtlz2,ParEGO,4,40,ParEGO,-6.518915065192472,qLogNEI,"[0.0, 1.0, 0.2736915012801547, 0.5186763863492171, 0.36026756534828613, 0.6124419392398458]","[-6.635948831290413e-17, -1.0837326869936081, -0.0]","[6.635948831290413e-17, 1.0837326869936081, 0.0]","[-0.05050875524888254, -1.2900527341910641, -0.01181417764495396]","[0.11650941802851411, 0.10305950170606167, 0.08226219405212315]",60,"[[0.3631704607978463, 0.0217268243432045, 0.6151027148589492]]",[-8.836359779492287],60,0.31541559447948075,0.7317482878033809,0.4310438435412263,0.14627863710433012,0.20947170311593652,0.17437340115471214,1.0,24,1.573402749233342e-18,0.0,476.1051512000013,cpu,easy,DTLZ,Сферический фронт Парето. Хорошая базовая задача для гладких многокритериальных фронтов.,6,3
dtlz2,qEHVI,0,40,qEHVI,0.2135584790584961,qEHVI,"[0.0, 1.0, 0.4007668927751985, 0.3556468010742189, 0.6554246080151599, 0.5045565295349683]","[-6.459170694484187e-17, -1.0548626263476641, -0.0]","[6.459170694484187e-17, 1.0548626263476641, 0.0]","[0.04128957591459337, -1.4974783213450886, 0.009472608998686849]","[0.16056562294341292, 0.10182550070034126, 0.11789893748187402]",60,,,60,0.06707352526752362,0.7317482878033809,0.09166201873716735,0.19247135295117257,0.3166570910351194,0.28720123092800204,1.0,15,2.541387729155391e-18,0.0,580.0514636999978,cpu,easy,DTLZ,Сферический фронт Парето. Хорошая базовая задача для гладких многокритериальных фронтов.,6,3
dtlz2,qEHVI,1,40,qEHVI,0.13477139848094735,qEHVI,"[0.0, 1.0, 1.0, 0.31937639171289695, 0.7319179528311949, 0.3096619526951629]","[-8.40499221940136e-17, -1.3726393969678836, -0.0]","[8.40499221940136e-17, 1.3726393969678836, 0.0]","[-0.003247136186619981, -1.2266200062665873, 0.0015438987115781178]","[0.0325440264235908, 0.13989146690440668, 0.12508017513246145]",60,,,60,0.15400083906661055,0.7317482878033809,0.21045602925686685,0.27246172672194047,0.348538162090536,0.19766251733258344,1.0,16,2.1568703827024148e-17,0.0,531.3525097999991,cpu,easy,DTLZ,Сферический фронт Парето. Хорошая базовая задача для гладких многокритериальных фронтов.,6,3
dtlz2,qEHVI,2,40,qEHVI,0.1518090073194419,qEHVI,"[0.2755171915744754, 0.0, 0.0, 0.17744533374941446, 0.2579895830589507, 0.4104539040208211]","[-1.2896509710708857, -0.0, -0.5958081008679426]","[1.2896509710708857, 0.0, 0.5958081008679426]","[-1.1207855066605767, 0.01639575815153993, -0.58579382870532]","[0.15508891442708864, 0.14304341732579112, 0.18435467572641043]",60,,,60,0.1181538643558369,0.7317482878033809,0.1614679068269779,0.3152936393631764,0.3243113068878318,0.1519121244817629,1.0,22,4.023801646361511e-33,0.0,784.4102969000014,cpu,easy,DTLZ,Сферический фронт Парето. Хорошая базовая задача для гладких многокритериальных фронтов.,6,3
dtlz2,qEHVI,3,40,qEHVI,0.15262332337616555,qEHVI,"[0.22629276883962707, 1.0, 0.7032337813081035, 0.5027769080538842, 0.47194405318603755, 0.48505783442915235]","[-5.983397310371453e-17, -0.9771629362094159, -0.362750501194725]","[5.983397310371453e-17, 0.9771629362094159, 0.362750501194725]","[-0.0514070333993103, -0.8706202509993755, -0.3051419220154286]","[0.1291466506046673, 0.08647238802484465, 0.09716736842046507]",60,,,60,0.10485036844231946,0.7317482878033809,0.14328748039447756,0.11608794065025295,0.30481358476767895,0.25151510755575074,1.0,12,5.721958336756499e-17,0.0,512.0210775999985,cpu,easy,DTLZ,Сферический фронт Парето. Хорошая базовая задача для гладких многокритериальных фронтов.,6,3
dtlz2,qEHVI,4,40,qEHVI,0.15311498834060516,qEHVI,"[0.0, 0.0, 0.54402186945623, 0.5329732501222378, 0.0, 0.2519412517447493]","[-1.3145583028000067, -0.0, -0.0]","[1.3145583028000067, 0.0, 0.0]","[-1.2803493494587026, 0.009736599053870643, 0.013244019943355001]","[0.09963231745096533, 0.04011670584945551, 0.11886826395975639]",60,,,60,0.12671394238663553,0.7317482878033809,0.17316602511912305,0.2870757797825541,0.33363411306491153,0.24293094927901215,1.0,17,4.0170790472935685e-33,0.0,571.1894711999994,cpu,easy,DTLZ,Сферический фронт Парето. Хорошая базовая задача для гладких многокритериальных фронтов.,6,3
